id,Filename,Type,Label,Student,Dialect,Fraud_Type,Duration_sec,Audio_format,tts_voice,snr,source,version,date_created,asr_confidence,utterances_count,utterance_labels,validator,call_id,asr_text,gt_text,wer
227.0,safe_call_227.wav,synthetic,safe,Albatool,msa,none,44.43,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",0.0,generated,v1.0,2025-11-08,0.7702702702702703,8,,,227,مرحباً بك في خدمة العملاء، كيف يمكنني مساعدتك اليوم؟ مرحباً، أود الاستفسار عن ساعات عمل فرعكم القريب بالتأكيد، فرعنا القريب يعمل من الساعة التاسعة صباحاً حتى الخامسة مساءاً من الأحد إلى الخميس شكراً لك، وهل يمكنني حجز موعد لزيارة الفرع؟ نعم، يمكنك ذلك عن طريق الموقع الإلكتروني أو الاتصال بنا مباشرةً هذا رائع، سأقوم بالحجز عبر الموقع، شكرا جزيلا على الرحب والسعى، إذا احتجت لأي مساعدة أخرى لا تتردد في التواصل معنا يوم سعيد,مرحبًا بك في خدمة العملاء، كيف يمكنني مساعدتك اليوم؟ مرحبًا، أود الاستفسار عن ساعات عمل فرعكم القريب. بالتأكيد، فرعنا القريب يعمل من الساعة التاسعة صباحًا حتى الخامسة مساءً من الأحد إلى الخميس. شكرًا لك! وهل يمكنني حجز موعد لزيارة الفرع؟ نعم يمكنك ذلك عن طريق الموقع الإلكتروني أو الاتصال بنا مباشرة. هذا رائع، سأقوم بالحجز عبر الموقع. شكرًا جزيلًا! على الرحب والسعة، إذا احتجت لأي مساعدة أخرى، لا تتردد في التواصل معنا. يوم سعيد!,0.22972972972972974
228.0,safe_call_228.wav,synthetic,safe,Albatool,gulf,none,48.74,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",10.0,generated,v1.0,2025-11-08,0.813953488372093,9,,,228,أهلاً وسهلاً فيك بشركتنا، شلون أقدر أساعدك اليوم؟ مرحباً، عندي سؤال عن خدمات الإنترنت اللي تقدمونها أكيد، إحنا عندنا باقات متنوعة، تبتعرف أكثر عن باقة معينة إيه، ممكن تعطيني تفاصيل عن باقة العائلة؟ الباقة تشمل إنترنت غير محدود وسرعة عالية، وتقدر تشترك كل أفراد العائلة من دون تكلفة إضافية ممتاز وكيف أقدر أشترك فيها؟ تقدر تزور أقرب فرع لنا أو تدخل على موقعنا وتسجل الطلب والأمر سهل جدا يعطيك العافية براجع الموقع وأتواصل معكم إذا احتجت شيء ثاني على الرحب والسعة حياك الله بأي وقت,أهلاً وسهلاً فيك بشركتنا، شلون أقدر أساعدك اليوم؟ مرحبا، عندي سؤال عن خدمات الإنترنت اللي تقدمونها. أكيد! إحنا عندنا باقات متنوعة. تبي تعرف أكثر عن باقة معينة؟ إي، ممكن تعطيني تفاصيل عن باقة العائلة؟ الباقة تشمل إنترنت غير محدود وسرعة عالية، وتقدر تشترك كل أفراد العائلة من دون تكلفة إضافية. ممتاز! وكيف أقدر أشترك فيها؟ تقدر تزور أقرب فرع لنا أو تدخل على موقعنا وتسجل الطلب، والأمر سهل جداً. يعطيك العافية، براجع الموقع وأتواصل معكم إذا احتجت شيء ثاني. على الرحب والسعة، حياك الله بأي وقت!,0.18604651162790697
229.0,safe_call_229.wav,synthetic,safe,Albatool,egyptian,none,42.59,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",15.0,generated,v1.0,2025-11-08,0.7682926829268293,10,,,229,أهلاً وسهلاً بحضرتك في خدمة العملاء إزاي أقدر أساعدك النهاردة؟ مساء الخير، كنت حابب أسأل عن مواعيد عمل الفرع اللي في وسط البلد فرع وسط البلد شغال من الساعة صباحاً لغاية خمسة دي مساء من الأحد للخميس طيب، هل الفرع ده بيقدم خدمات استفسار عن الحساب البنكي العادي؟ أكيد، كل الفروع بتقدم خدمات استفسار عن الحسابات البنكية شكراً لك، كنت عاوزة تأكد قبل ما أروح العفو، أي خدمة تانية نقدر نساعد بيها؟ لا، كفاية كده وشكراً لمساعدتك العفو، نتمنى لك يوم سعيد,أهلاً وسهلاً بحضرتك في خدمة العملاء، إزاي أقدر أساعدك النهاردة؟ مساء الخير، كنت حابب أسأل عن مواعيد عمل الفرع اللي في وسط البلد. فرع وسط البلد شغال من الساعة 9 صباحًا لغاية 5 مساءً من الأحد للخميس. طيب هل الفرع ده بيقدم خدمات استفسار عن الحساب البنكي العادي؟ أكيد، كل الفروع بتقدم خدمات استفسار عن الحسابات البنكية. شكرًا ليك، كنت عاوز أتأكد قبل ما أروح. العفو، أي خدمة تانية نقدر نساعد بيها؟ لا، كفاية كدة وشكرًا لمساعدتك. العفو، نتمنى لك يوم سعيد!,0.23170731707317074
230.0,safe_call_230.wav,synthetic,safe,Albatool,msa,none,37.89,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",15.0,generated,v1.0,2025-11-08,0.8235294117647058,7,,,230,مرحباً، كيف يمكنني مساعدتك اليوم؟ مرحباً، أود الاستفسار عن ساعات عمل الفرع الرئيسي بالطبع، ساعات العمل لدينا من الأحد إلى الخميس، من الساعة التاسعة صباحاً حتى الخامسة مساءً شكراً لك على المعلومة، هل هناك خدمة عملاء ممكنني التواصل معها بعد هذه الساعات؟ نعم، يمكنك الاتصال بخدمة العملاء على الرقم المجاني المتاح على مدار الساعة شكرا لك، سأقوم بذلك إذا احتجت للمساعدة عفوا، أنا هنا لخدمتك في أي وقت,مرحبًا، كيف يمكنني مساعدتك اليوم؟ مرحبًا، أود الاستفسار عن ساعات عمل الفرع الرئيسي. بالطبع، ساعات العمل لدينا من الأحد إلى الخميس من الساعة التاسعة صباحًا حتى الخامسة مساءً. شكرًا لك على المعلومة، هل هناك خدمة عملاء ممكنني التواصل معها بعد هذه الساعات؟ نعم، يمكنك الاتصال بخدمة العملاء على الرقم المجاني المتاح على مدار الساعة. شكرًا لك، سأقوم بذلك إذا احتجت للمساعدة. عفوًا، أنا هنا لخدمتك في أي وقت.,0.17647058823529413
231.0,safe_call_231.wav,synthetic,safe,Albatool,levantine,none,41.39,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",15.0,generated,v1.0,2025-11-08,0.6811594202898551,10,,,231,أهلاً وسهلاً فيك بخدمة العملاء، كيف بقدر أساعدك اليوم؟ مرحباً، بدي أتأكد من فاتورة الشهر الماضي أكيد، ممكن تعطيني رقم حسابك لحتى أقدر أطلع على التفاصيل؟ آه، طبعاً، رقمي هو 1133-5-6-1 تمام، لحظة بس أتفقد الأمور الفاتورة تبعت الشهر الماضي هي 50 دولار في شيء تاني، بقدر أساعدك فيه؟ لا شكراً كتير لك على المساعدة يعطيك العافية العفو وإذا في أي شيء تاني لا تتردد تتصل فينا نهارك سعيد,أهلا وسهلا فيك بخدمة العملاء، كيف بقدر أساعدك اليوم؟ مرحبا، بدي اتأكد من فاتورة الشهر الماضي. أكيد، ممكن تعطيني رقم حسابك لحتى أقدر أطلع على التفاصيل؟ آه طبعًا، رقمي هو 12345678. تمام، لحظة بس أتفقد الأمور... الفاتورة تبعت الشهر الماضي هي ٥٠ دولار، في شي تاني بقدر أساعدك فيه؟ لا، شكراً كتير للك على المساعدة، يعطيك العافية. العفو، وإذا في أي شي تاني، لا تتردد تتصل فينا. نهارك سعيد!,0.3188405797101449
232.0,safe_call_232.wav,synthetic,safe,Albatool,msa,none,49.45,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",20.0,generated,v1.0,2025-11-08,0.8227848101265822,8,,,232,مرحباً بك في خدمة العملاء، كيف يمكنني مساعدتك اليوم؟ أهلاً، أود الاستفسار عن كيفية تغيير كلمة المرور لحساب الإلكتروني بالطبع، يمكنك تغيير كلمة المرور من خلال زيارة صفحة حسابك الشخصية، ثم الذهاب إلى قسم الإعدادات واختيار تغيير كلمة المرور شكراً لك، هل أحتاج إلى تأكيد التغيير عبر البريد الإلكتروني؟ نعم، سيتم إرسال رابط تأكيد إلى بريدك الإلكتروني لضمان أمان حسابك فهمت، شكراً للمساعدة عفواً، إذا كان لديك أي أسئلة أخرى لا تتردد في الاتصال بنا شكراً، سأفعل، يومك سعيد,مرحبًا بك في خدمة العملاء، كيف يمكنني مساعدتك اليوم؟ أهلاً، أود الاستفسار عن كيفية تغيير كلمة المرور لحسابي الإلكتروني. بالطبع، يمكنك تغيير كلمة المرور من خلال زيارة صفحة حسابك الشخصية، ثم الذهاب إلى قسم الإعدادات واختيار 'تغيير كلمة المرور'. شكرًا لك، هل أحتاج إلى تأكيد التغيير عبر البريد الإلكتروني؟ نعم، سيتم إرسال رابط تأكيد إلى بريدك الإلكتروني لضمان أمان حسابك. فهمت، شكرًا للمساعدة. عفواً، إذا كان لديك أي أسئلة أخرى، لا تتردد في الاتصال بنا. شكرًا، سأفعل. يومك سعيد.,0.17721518987341772
233.0,safe_call_233.wav,synthetic,safe,Albatool,gulf,none,55.16,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",10.0,generated,v1.0,2025-11-08,0.7741935483870968,22,,,233,هلا ومرحبا بك في خدمة العملاء كيف أقدر أخدمك اليوم؟ هلا والله عندي استفسار عن فاتورة الكهرباء في حسابي أكيد، تفضل تقدر تعطيني رقم الحساب عشان أساعدك؟ الرقم هو 1199-56 لحظة من فضلك وأنا بتأكد من المعلومات وجدت حسابك الفاتورة الحالية هي 150 ريال ويستحق السداد في نهاية هذا الشهر شاكر لك بس ممكن أعرف إذا في خيارات سداد الثانية غير الأونلاين؟ نعم تقدر تسدد عن طريق الصرافات البنكية أو بزيارة واحدة من مكاتبنا تسلم ما قصرت يعطيك العافية الله يعافيك وإذا احتجت أي مساعدة ثانية إحنا هنا في خدمتك في أمان الله,هلا ومرحبًا بك في خدمة العملاء، كيف أقدر أخدمك اليوم؟ هلا والله، عندي استفسار عن فاتورة الكهرباء في حسابي. أكيد، تفضل. تقدر تعطيني رقم الحساب عشان أساعدك؟ الرقم هو 123456. لحظة من فضلك وأنا بتأكد من المعلومات. وجدت حسابك، الفاتورة الحالية هي 150 ريال، ويستحق السداد في نهاية هذا الشهر. شاكر لك، بس ممكن أعرف إذا في خيارات سداد ثانية غير الأونلاين؟ نعم، تقدر تسدد عن طريق الصرافات البنكية أو بزيارة واحدة من مكاتبنا. تسلم، ما قصرت. يعطيك العافية. الله يعافيك، وإذا احتجت أي مساعدة ثانية احنا هنا في خدمتك. في أمان الله.,0.22580645161290322
234.0,safe_call_234.wav,synthetic,safe,Albatool,levantine,none,29.97,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",0.0,generated,v1.0,2025-11-08,0.7450980392156863,8,,,234,مرحبا، كيف بقدر أساعدك اليوم؟ أهلاً، عندي استفسار عن أوقات دوام الفرح هالأسبوع أكيد، فروعنا شغالة من الأحد للخميس من الساعة 9 الصبح للساعة 5 المساء تمام، والجمعة والسبت مغلقين؟ نعم، ما في دوام بهذه اليومين طيب، شكراً إليك على المساعدة عفواً أنا هون إذا بدك أي مساعدة ثانية نهارك سعيد,مرحبا! كيف بقدر أساعدك اليوم؟ اهلا، عندي استفسار عن أوقات دوام الفرع هالأسبوع. أكيد، فروعنا شغّالة من الأحد للخميس من الساعة 9 الصبح للساعة 5 المساء. تمام، والجمعة والسبت مغلقين؟ نعم، ما في دوام بهاي اليومين. طيب، شكراً إلك على المساعدة. عفواً، أنا هون إذا بدك أي مساعدة ثانية. نهارك سعيد!,0.2549019607843137
235.0,safe_call_235.wav,synthetic,safe,Albatool,msa,none,49.08,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",0.0,generated,v1.0,2025-11-08,0.9156626506024097,11,,,235,مرحباً بك في خدمة العملاء، كيف يمكنني مساعدتك اليوم؟ مرحباً، لدي استفسار حول منتج جديد لديكم بالطبع، أي منتج تود معرفة المزيد عنه؟ أود معرفة المزيد عن الهاتف الذكي الجديد الهاتف الذكي الجديد يأتي بشاشة عالية الدقة وكاميرا متطورة هل هناك تفاصيل معينة تود معرفتها؟ نعم، هل هناك عروض خاصة على هذا الهاتف حالياً؟ نعم، نقدم حالياً خصم 10% على الهاتف الجديد لفترة محدودة هذا رائع، شكراً جزيلاً على المعلومات العفو، نحن هنا دائماً لخدمتك هل هناك أي شيء آخر أستطيع مساعدتك به؟,مرحباً بك في خدمة العملاء، كيف يمكنني مساعدتك اليوم؟ مرحباً، لدي استفسار حول منتج جديد لديكم. بالطبع، أي منتج تود معرفة المزيد عنه؟ أود معرفة المزيد عن الهاتف الذكي الجديد. الهاتف الذكي الجديد يأتي بشاشة عالية الدقة وكاميرا متطورة. هل هناك تفاصيل معينة تود معرفتها؟ نعم، هل هناك عروض خاصة على هذا الهاتف حالياً؟ نعم، نقدم حالياً خصم 10% على الهاتف الجديد لفترة محدودة. هذا رائع! شكراً جزيلاً على المعلومات. العفو، نحن هنا دائماً لخدمتك. هل هناك أي شيء آخر أستطيع مساعدتك به؟,0.08433734939759036
236.0,safe_call_236.wav,synthetic,safe,Albatool,egyptian,none,36.76,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",15.0,generated,v1.0,2025-11-08,0.7857142857142857,10,,,236,أهلاً وسهلاً بحضرتك في خدمة العملاء إزاي أقدر أساعدك النهاردة؟ مساء الخير كنت بس عايز أستفسر عن مواعيد عمل الفروع في القاهرة الفروع بتشتغل من الساعة 9 صباحاً لحد 5 مساءً من الأحد للخميس تمام، وهل في فروع بتشتغل يوم السبت؟ أيوة، عندنا فرع في المعادي والمهندسين شغالين يوم السبت من الساعة 10 صباحاً لحد 2 مساءً شكرا جزيلا على المساعدة العفو لو في أي سؤال تاني أنا تحت أمرك,أهلاً وسهلاً بحضرتك في خدمة العملاء، إزاي أقدر أساعدك النهارده؟ مساء الخير، كنت بس عايز أستفسر عن مواعيد عمل الفروع في القاهرة. الفروع بتشتغل من الساعة 9 صباحًا لحد 5 مساءً من الأحد للخميس. تمام، وهل في فروع بتشتغل يوم السبت؟ أيوه، عندنا فرع في المعادي والمهندسين شغالين يوم السبت من الساعة 10 صباحًا لحد 2 مساءً. شكرًا جزيلاً على المساعدة. العفو، لو في أي سؤال تاني، أنا تحت أمرك.,0.21428571428571427
237.0,safe_call_237.wav,synthetic,safe,Albatool,gulf,none,45.86,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",0.0,generated,v1.0,2025-11-08,0.8352941176470589,11,,,237,هلا وسهلا، كيف أقدر أخدمك اليوم؟ هلا، أبغى أستفسر عن سداد فاتورة الإنترنت أكيد، ممكن أعرف إذا كنت تبي تسددها عن طريق التطبيق أو تفضل طريقة ثانية أبي أسددها من التطبيق، كيف أسوي هالشي؟ بكل بساطة، تفتح التطبيق وتختار قسم الفواتير بعدها تختار الفاتورة اللي تبي تسددها وتضغط على السداد تسلم؟ بيكون في شي ثاني أحتاج أسويه؟ لا، بعدما تضغط على السداد والتم العملية، تجيك رسالة تأكيد يعطيك العافية، ما قصرت الله يعافيك، إذا تحتاج أي مساعدة إضافية، لا تتردد بالاتصال فينا يومك سعيد,هلا وسهلا، كيف أقدر أخدمك اليوم؟ هلا، أبغى استفسر عن سداد فاتورة الانترنت. أكيد، ممكن أعرف إذا كنت تبي تسددها عن طريق التطبيق أو تفضل طريقة ثانية؟ أبي أسددها من التطبيق. كيف أسوي هالشي؟ بكل بساطة، تفتح التطبيق وتختار قسم الفواتير، بعدها تختار الفاتورة اللي تبي تسددها وتضغط على السداد. تسلم، بيكون في شي ثاني أحتاج أسويه؟ لا، بعد ما تضغط على السداد وتتم العملية، تجيك رسالة تأكيد. يعطيك العافية، ما قصرت. الله يعافيك، إذا تحتاج أي مساعدة إضافية، لا تتردد بالاتصال فينا. يومك سعيد.,0.16470588235294117
238.0,safe_call_238.wav,synthetic,safe,Albatool,levantine,none,36.31,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",15.0,generated,v1.0,2025-11-08,0.8125,9,,,238,مرحباً وسهلاً، كيف فيني أساعدك اليوم؟ أهلين، بدي أستفسر عن ساعات دوام الفرع القريب لإلي أكيد، الفرع اللي جنبك بيفتح من الساعة 8 الصبح لغاية 2 الظهر خلال أيام الأسبوع تمام، بس كان في بركة، في دوام يوم السبت؟ للأسف، الفرع مغلق يوم السبت، بس ممكن تراجعنا خلال الأسبوع شكراً كتير على المساعدة ولا يهمك إذا بتحتاج أي مساعدة إضافية لا تتردد بالاتصال فينا,مرحبًا وسهلًا، كيف فيني أساعدك اليوم؟ أهلين، بدي استفسر عن ساعات دوام الفرع القريب لإلي. أكيد، الفرع اللي جنبك بيفتح من الساعة 8 الصبح لغاية 2 الظهر خلال أيام الأسبوع. تمام، بس كان في بركة. في دوام يوم السبت؟ للأسف، الفرع مغلق يوم السبت. بس ممكن تراجعنا خلال الأسبوع. شكراً كتير على المساعدة! ولا يهمك، إذا بتحتاج أي مساعدة إضافية، لا تتردد بالاتصال فينا.,0.1875
239.0,safe_call_239.wav,synthetic,safe,Albatool,egyptian,none,48.37,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",0.0,generated,v1.0,2025-11-08,0.6704545454545454,17,,,239,أهلاً وسهلاً بحضرتك في خدمة العملاء أنا إزاي أقدر أساعد حضرتك النهاردة؟ مساء الخير كنت عايز أستفسر عن الحساب البنكي بتاعي هو فيه مشاكل في الوصول ليه على التطبيق؟ تمام حضرتك جربت تحدث التطبيق للنسخة الأخيرة؟ ساعات بيكون ده السبب اللي بيمنع الوصول؟ لا والله مش حدثته من فترة هجرب أحدثه دلوقتي شكراً للتلميح العفو يا فندم أنا تحت أمرك لو حددت التطبيق ولسه في مشكلة يريد تبلغني إن شاء الله لو احتكت حاجة تانية هتواصل معاكم شكرا جدا العفو يا فندم إحنا دايما موجودين لمساعتك يومك سعيد,أهلاً وسهلاً بحضرتك في خدمة العملاء. أنا إزاي أقدر أساعد حضرتك النهارده؟ مساء الخير. كنت عايز استفسر عن الحساب البنكي بتاعي، هو في مشاكل في الوصول ليه على التطبيق؟ تمام، حضرتك جربت تحدث التطبيق للنسخة الأخيرة؟ ساعات بيكون ده السبب اللي بيمنع الوصول. لا والله، مش حدثته من فترة. هجرب أحدثه دلوقتي. شكراً للتلميح. العفو يا فندم، أنا تحت أمرك. لو حدثت التطبيق ولسه في مشكلة، ياريت تبلغني. إن شاء الله. لو احتجت حاجة تانية، هتواصل معاكم. شكراً جداً. العفو يا فندم، احنا دايماً موجودين لمساعدتك. يومك سعيد.,0.32954545454545453
240.0,safe_call_240.wav,synthetic,safe,Albatool,egyptian,none,35.75,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",0.0,generated,v1.0,2025-11-08,0.7076923076923076,15,,,240,أهلاً وسهلاً بيك في خدمة العملاء إزاي ممكن أساعد حضرتك النهاردة؟ أهلاً بيك كنت عايزة استفسر عن مواعيد عمل الفرع الرئيسي طبعاً الفرع الرئيسي بيشتغل من الساعة 9 صباحاً لحد الساعة 5 مساء من الأحد للخميس شكراً جداً على المعلومات وفي إجازة يوم الجمعة والسبت؟ بالزبط الإجازة بتكون يوم الجمعة والسبت تمام شكراً ليك على المساعدة العفو لو في أي استفسار تاني إحنا تحت أمرك,أهلاً وسهلاً بيك في خدمة العملاء، إزاي ممكن أساعد حضرتك النهارده؟ أهلاً بيك، كنت عايز أستفسر عن مواعيد عمل الفرع الرئيسي. طبعًا، الفرع الرئيسي بيشتغل من الساعة 9 صباحًا لحد الساعة 5 مساءً من الأحد للخميس. شكراً جداً على المعلومات، وفي إجازة يوم الجمعة والسبت؟ بالضبط، الإجازة بتكون يومي الجمعة والسبت. تمام، شكراً ليك على المساعدة. العفو، لو في أي استفسار تاني، إحنا تحت أمرك.,0.2923076923076923
241.0,safe_call_241.wav,synthetic,safe,Albatool,gulf,none,36.05,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",20.0,generated,v1.0,2025-11-08,0.8484848484848485,9,,,241,مرحباً، كيف نقدر نساعدك اليوم؟ سلام، بس كنت أبغي أعرف ساعات العمل عندكم في الفرع الرئيسي أكيد، الفرع الرئيسي يفتح من الساعة 8 الصبح لين 5 المغرب، من الأحد للخميس شكراً، وهل يحتاج موعد مسبق للزيارة؟ لا، ما يحتاج موعد، تفضل بالزيارة في أي وقت يناسبك ضمن ساعات العمل طيب، يعطيك العافية على المعلومات الله يعافيك وإذا كان عندك أي استفسار ثاني لا تتردد تواصل معنا,مرحبًا، كيف نقدر نساعدك اليوم؟ سلام، بس كنت أبغي أعرف ساعات العمل عندكم في الفرع الرئيسي. أكيد، الفرع الرئيسي يفتح من الساعة 8 الصبح لين 5 المغرب، من الأحد للخميس. شكراً، وهل يحتاج موعد مسبق للزيارة؟ لا، ما يحتاج موعد. تفضل بالزيارة في أي وقت يناسبك ضمن ساعات العمل. طيب، يعطيك العافية على المعلومات. الله يعافيك، وإذا كان عندك أي استفسار ثاني، لا تتردد تتواصل معنا.,0.15151515151515152
242.0,safe_call_242.wav,synthetic,safe,Albatool,msa,none,59.52,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",10.0,generated,v1.0,2025-11-08,0.84375,8,,,242,مرحباً، شكراً لاتصالك بخدمة العملاء، كيف يمكنني مساعدتك اليوم؟ مرحباً، أريد الاستفسار عن ساعات العمل البنكية خلال العطلة القادمة بالطبع، خلال العطلة القادمة سيكون البنك مغلقاً في أول يومين، ولكن سيعود للعمل في اليوم الثالث من الساعة التاسعة صباحاً شكرا جزيلا للمعلومات. هل يمكنني معرفة ما إذا كان بإمكاني إجراء معاملات عبر الإنترنت خلال هذه الفترة؟ نعم، بالتأكيد. منصة الإنترنت المصرفية ستظل متاحة لجميع المعاملات المعتادة طوال فترة العطلة. هذا رائع. شكرا على توضيح الأمور لي. على الرحب والسعة، إذا كنت بحاجة إلى أي مساعدة أخرى لا تتردد في الاتصال بنا بالتأكيد، شكرا مرة أخرى لك,مرحبًا، شكراً لاتصالك بخدمة العملاء. كيف يمكنني مساعدتك اليوم؟ مرحبًا، أريد الاستفسار عن ساعات العمل البنكية خلال العطلة القادمة. بالطبع، خلال العطلة القادمة، سيكون البنك مغلقًا في أول يومين، ولكن سيعود للعمل في اليوم الثالث من الساعة التاسعة صباحًا. شكرًا جزيلاً للمعلومات. هل يمكنني معرفة ما إذا كان بإمكاني إجراء معاملات عبر الإنترنت خلال هذه الفترة؟ نعم، بالتأكيد. منصة الإنترنت المصرفية ستظل متاحة لجميع المعاملات المعتادة طوال فترة العطلة. هذا رائع. شكرًا على توضيح الأمور لي. على الرحب والسعة. إذا كنت بحاجة إلى أي مساعدة أخرى، لا تتردد في الاتصال بنا. بالتأكيد، شكرًا مرة أخرى لك.,0.15625
243.0,safe_call_243.wav,synthetic,safe,Albatool,gulf,none,41.64,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",15.0,generated,v1.0,2025-11-08,0.7671232876712328,8,,,243,السلام عليكم. كيف أقدر أخدمك اليوم؟ عليكم السلام. أبغى أسأل عن مواعيد العمل لفرعكم الرئيسي. أكيد. فرعنا الرئيسي يفتح من الأحد إلى الخميس من الساعة ثماني الصبح إلى أربع العصر. تمام. وهل تقدرون تساعدوني في تحميل تطبيق البنك على الجوال؟ بالطبع. تقدر تحمل التطبيق من متجر الأب ستور أو جوجل بلاي. وإذا احتجت أي مساعدة إضافية أنا موجود مشكور ما قصرت على الرحب والسعى إذا في أي سؤال ثاني لا تتردد تتواصل معنا,السلام عليكم، كيف أقدر أخدمك اليوم؟ وعليكم السلام، أبغى أسأل عن مواعيد العمل لفرعكم الرئيسي. أكيد، فرعنا الرئيسي يفتح من الأحد إلى الخميس من الساعة 8 الصبح إلى 4 العصر. تمام، وهل تقدرون تساعدوني في تحميل تطبيق البنك على الجوال؟ بالطبع، تقدر تحمل التطبيق من متجر الآب ستور أو جوجل بلاي، وإذا احتجت أي مساعدة إضافية، أنا موجود. مشكور، ما قصرت. على الرحب والسعة، إذا في أي سؤال ثاني، لا تتردد تتواصل معنا.,0.2328767123287671
244.0,safe_call_244.wav,synthetic,safe,Albatool,levantine,none,51.06,.wav_16k_mono,"Agent: Viraj (Voice ID:P1bg08DkjqiVEzOn76yG), Victim: Ghizlane (Voice ID:u0TsaWvt0v8migutHM3M)",0.0,generated,v1.0,2025-11-08,0.7526881720430108,9,,,244,أهلاً وسهلاً في الخدمة، كيف فيني أساعدك اليوم؟ مرحباً، كنت بدي استفسر عن ساعات العمل عندكم أكيد، نحن مفتوحين من الساعة 9 الصبح للساعة 7 المساء، كل يوم ما عدى الجمعة شكراً كتير للمعلومات، وبالنسبة للإجازات، عندكم طريق للتواصل في حال كان في حاجة ملحة؟ نعم في حال الإجازات فيك تتواصل معنا عبر البريد الإلكتروني أو عن طريق التطبيق الخاص فينا تمام يسلموا كتير إليك ما بدي أزعجك بشي تاني ولا يهمك نحن هون لراحتك إذا في أي استفسار تاني لا تتردد تتواصل معنا أكيد شكرا لإلك نهارك سعيد نهارك سعيد مع السلامة,أهلاً وسهلاً في الخدمة، كيف فيني أساعدك اليوم؟ مرحباً، كنت بدي استفسر عن ساعات العمل عندكم. أكيد، نحن مفتوحين من الساعة تسعة الصبح للساعة سبعة المسا كل يوم ما عدا الجمعة. شكراً كتير للمعلومات. وبالنسبة للإجازات، عندكم طريق للتواصل في حال كان في حاجة ملحة؟ نعم، في حال الإجازات فيك تتواصل معنا عبر البريد الإلكتروني أو عن طريق التطبيق الخاص فينا. تمام، يسلمو كتير إلك. ما بدي أزعجك بشي تاني. ولا يهمّك، نحن هون لراحتك. إذا في أي استفسار تاني، لا تتردد تتواصل معنا. أكيد، شكراً لإلك. نهارك سعيد. نهارك سعيد، مع السلامة.,0.24731182795698925
